snomed_id,name,display_name,synonyms,level_concept,type_concept,type_information,active
30904006,Vascular surgery procedure,Vascular Surgery,"['Vascular surgery procedure', 'Operation on vessels', 'Vascular surgery procedure (procedure)', 'Blood vessel operations']",group,Procedure,SelfHistory,
309465005,Varicella-zoster virus infection,Varicella-zoster virus infection,"['Varicella-zoster virus infection', 'Varicella-zoster virus infection (disorder)']",group,Disorder,SelfHistory,
309557009,Numbness of face,Numbness of face,"['Numbness of face', 'Numbness of face (finding)']",,Finding,SelfHistory,
30956003,Subtotal thyroidectomy,subtotal thyroidectomy,"['Subtotal thyroidectomy', 'Subtotal thyroidectomy (procedure)']",granular,Procedure,SelfHistory,
309685001,Swollen gums,Swollen gums,"['Swollen gums', 'Swollen gums (finding)']",,Finding,SelfHistory,
309710005,Lumbosacral strain,Lumbosacral strain,"['Lumbosacral strain', 'Lumbosacral strain (disorder)']",granular,Disorder,SelfHistory,
309737007,Abdominal pain in pregnancy,Abdominal pain in pregnancy,"['Abdominal pain in pregnancy', 'Abdominal pain in pregnancy (finding)']",,Finding,SelfHistory,
309849004,Pericardiocentesis,pericardiocentesis,"['Pericardiocentesis', 'Pericardiocentesis (procedure)']",granular,Procedure,SelfHistory,
310495003,Mild depression,Mild depression,"['Mild depression', 'Mild depression (disorder)']",granular,Disorder,SelfHistory,
31054009,Ureteric stone,Ureteric stone,"['Ureteric stone', 'Ureteral calculus', 'Ureteral stone', 'Ureteric calculus', 'Ureterolithiasis', 'Calculus of ureter', 'Ureteric stone (disorder)']",granular,Disorder,SelfHistory,
310789003,Disorder of female genital tract,Gynaecological disease,"['Disorder of female genital system', 'Disorder of female genital tract', 'Disease of female genital system', 'Gynaecological disease', 'Gynecological disease', 'Disorder of female genital tract (disorder)']",group,Disorder,SelfHistory,
310890002,Application of cast brace,application of cast brace,"['Application of cast brace', 'Application of cast brace (procedure)']",granular,Procedure,SelfHistory,
3110003,Acute otitis media,Acute otitis media,"['Acute otitis media', 'Acute otitis media (disorder)', 'AOM - Acute otitis media']",granular,Disorder,SelfHistory,
312421000119107,Lateral epicondylitis of right humerus,Lateral epicondylitis of right humerus (disorder),"['Lateral epicondylitis of right humerus (disorder)', 'Lateral epicondylitis of right humerus', 'Right lateral epicondylitis']",granular,Disorder,SelfHistory,
312422001,Infective pharyngitis,Infective pharyngitis,"['Infective pharyngitis', 'Infective pharyngitis (disorder)']",granular,Disorder,SelfHistory,
312608009,Laceration - injury,Laceration - injury,"['Laceration - injury', 'Laceration - injury (disorder)', 'Laceration']",granular,Disorder,SelfHistory,
312894000,Osteopenia,Osteopenia,"['Osteopenia', 'Osteopenia (disorder)', 'Bone loss']",granular,Disorder,SelfHistory,
312965008,Laser assisted in situ keratomileusis,lasik,"['Laser assisted in situ keratomileusis', 'Laser assisted in situ keratomileusis (procedure)', 'LASIK']",granular,Procedure,SelfHistory,
31297008,Somatoform disorder,Somatoform disorder,"['Somatoform disorder', 'Somatoform disorder (disorder)', 'Psychosomatic disorder']",granular,Disorder,SelfHistory,
312984006,Abnormal uterine bleeding unrelated to menstrual cycle,Abnormal uterine bleeding unrelated to menstrual cycle,"['Abnormal uterine bleeding unrelated to menstrual cycle', 'Abnormal uterine bleeding unrelated to menstrual cycle (disorder)']",granular,Disorder,SelfHistory,
31341008,Vitreous hemorrhage,Vitreous hemorrhage,"['Vitreous hemorrhage', 'Vitreous haemorrhage', 'Vitreous hemorrhage (disorder)', 'Intragel vitreous haemorrhage', 'Intragel vitreous hemorrhage', 'VH - Vitreous haemorrhage', 'VH - Vitreous hemorrhage']",granular,Disorder,SelfHistory,
3135009,Otitis externa,Swimmers ear,"[""Swimmer's ear"", 'Otitis externa', 'Otitis externa (disorder)', 'OE - Otitis externa', 'Inflammation of ear canal']",granular,Disorder,SelfHistory,
314116003,Post infarct angina,Post infarct angina,"['Post infarct angina', 'Post infarct angina (disorder)']",granular,Disorder,SelfHistory,
314128006,Laparoscopic Nissen fundoplication using abdominal approach,laparoscopic nissen fundoplication using abdominal approach,"['Laparoscopic Nissen fundoplication using abdominal approach', 'Laparoscopic Nissen fundoplication using abdominal approach (procedure)']",granular,Procedure,SelfHistory,
314202001,Endoscopic resection of prostate using an electrotome,turp using an electrotome,"['Endoscopic resection of prostate using an electrotome', 'TURP using an electrotome', 'Endoscopic resection of prostate using an electrotome (procedure)']",granular,Procedure,SelfHistory,
314938000,Poor sleep pattern,Poor sleep pattern,"['Poor sleep pattern', 'Poor sleep pattern (finding)']",granular,Lifestyle,SelfHistory,
315328007,Anterior resection of rectum with anastomosis,anterior resection of rectum with anastomosis,"['Anterior resection of rectum with anastomosis', 'Anterior resection of rectum with anastomosis (procedure)']",granular,Procedure,SelfHistory,
315353005,Posterior subcapsular cataract,Posterior subcapsular cataract,"['Posterior subcapsular cataract', 'Posterior subcapsular cataract (disorder)', 'PSC - posterior subcapsular cataract']",granular,Disorder,SelfHistory,
31541009,Sarcoidosis,Sarcoidosis,"['Sarcoidosis', ""Boeck's sarcoid"", 'Besnier-Boeck-Schaumann syndrome', 'Miliary lupoid of Boeck', 'Lupus pernio of Besnier', 'Benign lymphogranulomatosis of Schaumann', 'Darier-Roussy sarcoid', 'Sarcoidosis (disorder)', ""Boeck's sarcoidosis""]",granular,Disorder,SelfHistory,
315620007,"Family history of myocardial infarction in male relative of first degree, age unknown",FH myocardial infarction male first degree age unknown,"['FH myocardial infarction male first degree age unknown', 'Family history of myocardial infarction in male relative of first degree, age unknown (situation)', 'Family history of myocardial infarction in male relative of first degree, age unknown']",granular,Situation,FamilyHistory,
315627005,"Family history of angina in female relative of first degree, age unknown",FH angina female first degree age unknown,"['FH angina female first degree age unknown', 'Family history of angina in female relative of first degree, age unknown (situation)', 'Family history of angina in female relative of first degree, age unknown']",granular,Situation,FamilyHistory,
31681005,Trigeminal neuralgia,Trigeminal neuralgia,"['Trigeminal neuralgia', 'Tic douloureux', 'Trifacial neuralgia', ""Fothergill's neuralgia"", 'Trigeminal neuralgia (disorder)', 'TN - Trigeminal neuralgia']",granular,Disorder,SelfHistory,
317349009,Vernal keratoconjunctivitis,Vernal keratoconjunctivitis,"['Vernal keratoconjunctivitis', 'Vernal keratoconjunctivitis (disorder)']",granular,Disorder,SelfHistory,
31822004,Urethritis,Urethritis,"['Urethritis', 'Urethritis (disorder)', 'Inflammation of urethra']",granular,Disorder,SelfHistory,
3183007,Closure of colostomy,closure of colostomy,"['Closure of colostomy', 'Take-down of colostomy', 'Closure of colostomy (procedure)']",granular,Procedure,SelfHistory,
31904001,Adrenalectomy,adrenalectomy,"['Adrenalectomy', 'Excision of adrenal gland', 'Excision of adrenal gland operations', 'Adrenalectomy (procedure)']",granular,Procedure,SelfHistory,
31928004,Abscess of skin and/or subcutaneous tissue,Abscess of skin or subcutaneuous tissue,"['Skin abscess', 'Cutaneous abscess', 'Abscess of skin and/or subcutaneous tissue (disorder)', 'Abscess of skin and/or subcutaneous tissue']",group,Disorder,SelfHistory,
31975004,Fracture of navicular bone of wrist,Fracture of navicular bone of wrist,"['Fracture of navicular bone of wrist', 'Fracture of scaphoid bone of wrist', 'Fracture of navicular bone of wrist (disorder)', 'Fracture of scaphoid bone']",granular,Disorder,SelfHistory,
31978002,Fracture of tibia,Fracture of tibia,"['Fracture of tibia', 'Fracture of tibia (disorder)']",granular,Disorder,SelfHistory,
31996006,Vasculitis,Vasculitis,"['Vasculitis', 'Angiitis', 'Vasculitis (disorder)']",granular,Disorder,SelfHistory,
3218000,Mycosis,Fungal infection,"['Mycosis', 'Fungal infection', 'Disease caused by fungus', 'Fungal infectious disease', 'Fungus infection', 'Mycoses', 'Mycosis (disorder)', 'Mycotic disease']",group,Disorder,SelfHistory,
322112361000132104,,Epilepsy due to scarring of brain,,granular,Disorder,SelfHistory,
32307003,Polyp of nasal sinus,Polyp of nasal sinus,"['Polyp of nasal sinus', 'Polyp of accessory sinus', 'Polyp of nasal sinus (disorder)', 'Nasal sinus polyp']",granular,Disorder,SelfHistory,
323301000119109,Osteoarthritis of left knee joint,Osteoarthritis of left knee joint (disorder),"['Osteoarthritis of left knee joint (disorder)', 'Osteoarthritis of left knee joint']",granular,Disorder,SelfHistory,
323321000119100,Osteoarthritis of right knee joint,Osteoarthritis of right knee joint (disorder),"['Osteoarthritis of right knee joint (disorder)', 'Osteoarthritis of right knee joint']",granular,Disorder,SelfHistory,
32369003,Menopausal osteoporosis,Menopausal osteoporosis,"['Menopausal osteoporosis', 'Type I osteoporosis', 'Type 1 osteoporosis', 'Menopausal osteoporosis (disorder)']",granular,Disorder,SelfHistory,
32398004,Bronchitis,Bronchitis,"['Bronchitis', 'Bronchitis (disorder)']",group,Disorder,SelfHistory,
3253007,Discoloration of skin,Discoloration of skin,"['Discoloration of skin', 'Discolouration of skin', 'Discoloration of skin (finding)', 'Dyschromia']",,Finding,SelfHistory,
32798002,Parkinsonism,Parkinsonism,"['Parkinsonism', 'Disorders presenting primarily with parkinsonism', 'Parkinsonism (disorder)']",granular,Disorder,SelfHistory,
328383001,Chronic liver disease,Chronic liver disease,"['Chronic liver disease', 'Chronic liver disease (disorder)']",granular,Disorder,SelfHistory,
32861005,Erythema nodosum,Erythema nodosum,"['Erythema nodosum', 'Erythema nodosum (disorder)', 'EN - Erythema nodosum']",granular,Disorder,SelfHistory,
32883009,Oral submucosal fibrosis,Oral submucosal fibrosis,"['Oral submucosal fibrosis', 'Oral submucous fibrosis', 'Oral submucosal fibrosis (disorder)']",granular,Disorder,SelfHistory,
32895009,,Hereditary Disease,,,Disorder,SelfHistory,
32914008,Restless legs,Restless legs,"['Restless legs', 'Restless legs syndrome', 'Restless legs (disorder)', 'Willis-Ekbom disease']",granular,Disorder,SelfHistory,
33149006,Pancreatectomy,pancreatectomy,"['Pancreatectomy', 'Pancreas excision', 'Excision of pancreas', 'Pancreatectomy (procedure)']",granular,Procedure,SelfHistory,
33367005,Fluoroscopic angiography of coronary artery with contrast,coronary angiogram,"['Fluoroscopic angiography of coronary artery with contrast', 'Fluoroscopic angiography of coronary artery with contrast (procedure)']",granular,Procedure,SelfHistory,
33590004,Weak mother-infant attachment,Bonding problem with infant,"['Weak mother-infant attachment', 'Weak parent-infant attachment', 'Weak mother-infant attachment (finding)']",,Finding,SelfHistory,
33659008,Keloid scar,Cheloid of skin,"['Cheloid of skin', 'Keloid of skin', 'Keloid scar', 'Keloid scar (disorder)', 'Cheloid', 'Keloid cicatrix', 'Keloid']",granular,Disorder,SelfHistory,
33737001,Fracture of rib,Fracture of rib,"['Fracture of rib', 'Fracture of rib (disorder)', 'Rib fracture']",granular,Disorder,SelfHistory,
33839006,Genital herpes simplex,Genital herpes simplex,"['Genital herpes simplex', 'Herpes genitalis', 'Genital herpes simplex (disorder)']",granular,Disorder,SelfHistory,
33927004,Hypogonadotropic hypogonadism,Hypogonadotropic hypogonadism,"['Hypogonadotropic hypogonadism', 'Secondary hypogonadism', 'Gonadotrophin deficiency', 'Hypogonadotropic hypogonadism (disorder)']",granular,Disorder,SelfHistory,
34000006,Crohn's disease,Crohns disease,"[""Crohn's disease"", 'Regional enteritis', 'Granulomatous enteritis', ""CD - Crohn's disease"", ""Crohn's regional enteritis"", ""Crohn's disease (disorder)"", 'Crohn disease', 'Crohns disease', 'RE - regional enteritis']",granular,Disorder,SelfHistory,
34014006,Viral disease,Viral Disease,"['Viral disease', 'Viral infection', 'Disease caused by virus', 'Viral infectious disease', 'Viral illness', 'Viral disease (disorder)', 'Disease due to virus']",group,Disorder,SelfHistory,
34068001,Heart valve replacement,Heart valve replacement,"['Heart valve replacement', 'Heart valve replacement (procedure)']",group,Procedure,SelfHistory,
34095006,Dehydration,Dehydration,"['Dehydration', 'Pure water depletion syndrome', 'Dehydration (disorder)']",,Finding,SelfHistory,
3415004,Cyanosis,Cyanosis,"['Cyanosis', 'Cyanosis (finding)']",,Finding,SelfHistory,
3418002,Chondrectomy of spine,discectomy,"['Chondrectomy of spine', 'Diskectomy', 'Chondrectomy of intervertebral cartilage', 'Excision of intervertebral cartilage', 'Excision of intervertebral disc', 'Arthrectomy of intervertebral disc', 'Intervertebral discectomy', 'Discectomy', 'Chondrectomy of spine (procedure)', 'Discectomy of spine']",granular,Procedure,SelfHistory,
34187009,Severe myopia,Severe myopia,"['Severe myopia', 'High myopia', 'Severe myopia (disorder)']",granular,Disorder,SelfHistory,
3424008,Tachycardia,Tachycardia,"['Tachycardia', 'Rapid heart beat', 'Increased heart rate', 'Tachycardia (finding)', 'Heart rate fast']",,Finding,SelfHistory,
34319007,Induration of skin,Induration of skin,"['Induration of skin', 'Induration of skin (disorder)']",granular,Disorder,SelfHistory,
34363003,Pruritus of vagina,Pruritus of vagina,"['Pruritus of vagina', 'Itching of vagina', 'Pruritus of vagina (disorder)']",granular,Disorder,SelfHistory,
34390007,Nonexcisional debridement of burn,nonexcisional debridement of burn,"['Nonexcisional debridement of burn', 'Removal of skin necrosis or slough', 'Nonexcisional debridement of burn (procedure)']",granular,Procedure,SelfHistory,
34436003,Blood in urine,Blood in urine,"['Hematuria', 'Haematuria', 'Blood in urine', 'Blood in urine (finding)']",,Finding,SelfHistory,
34486009,Hyperthyroidism,Hyperthyroidism,"['Hyperthyroidism', 'Hyperthyroidism (disorder)']",granular,Disorder,SelfHistory,
34528009,Familial hypertriglyceridemia,Familial hypertriglyceridemia,"['Familial hypertriglyceridemia', 'Familial hypertriglyceridaemia', 'Familial hypertriglyceridemia (disorder)']",granular,Disorder,SelfHistory,
346007006,Angioplasty of renal artery,angioplasty of renal artery,"['Angioplasty of renal artery', 'Angioplasty of renal artery (procedure)']",granular,Procedure,SelfHistory,
34713006,Vitamin D deficiency,Vitamin D deficiency,"['Vitamin D deficiency', 'Avitaminosis D', 'Vitamin D deficiency (disorder)']",granular,Disorder,SelfHistory,
347131000119108,Astigmatism of bilateral eyes,Astigmatism of both eyes,"['Astigmatism of both eyes', 'Astigmatism of bilateral eyes (disorder)', 'Bilateral eye astigmatism', 'Astigmatism of bilateral eyes']",granular,Disorder,SelfHistory,
34742003,Portal hypertension,Portal hypertension,"['Portal hypertension', 'Portal hypertension (disorder)', 'PHT - Portal hypertension']",granular,Disorder,SelfHistory,
34789001,Pain in the coccyx,Pain in the coccyx,"['Coccyalgia', 'Coccydynia', 'Coccygalgia', 'Coccyodynia', 'Pain in the coccyx', 'Pain in the coccyx (finding)']",,Finding,SelfHistory,
34840004,Tendinitis,Tendinitis,"['Tendinitis', 'Tendonitis', 'Inflammatory disorder of tendon', 'Tendinitis (disorder)']",granular,Disorder,SelfHistory,
34911001,Congenital hypoplasia of penis,Micropenis,"['Congenital hypoplasia of penis', 'Micropenis', 'Hypoplasia of penis', 'Congenital hypoplasia of penis (disorder)']",,Finding,SelfHistory,
34923007,Self-induced vomiting to lose weight,Self induced vomiting,"['Self-induced vomiting to lose weight (disorder)', 'Self-induced vomiting to lose weight']",,Finding,SelfHistory,
3502005,Cervical lymphadenitis,Cervical lymphadenitis,"['Cervical lymphadenitis', 'Cervical adenitis', 'Cervical lymphadenitis (disorder)']",granular,Disorder,SelfHistory,
35154004,Pemphigus foliaceus,Pemphigus foliaceus,"['Pemphigus foliaceus', 'Pemphigus foliaceus (disorder)', 'PF - Pemphigus foliaceous', 'Pemphigus foliaceous']",granular,Disorder,SelfHistory,
35157006,Incision of kidney,nephrotomy,"['Incision of kidney', 'Nephrotomy', 'Incision of kidney (procedure)']",granular,Procedure,SelfHistory,
35240004,Iron deficiency,Iron deficiency,"['Iron deficiency', 'Iron deficiency (disorder)']",granular,Disorder,SelfHistory,
35241000,Cholecystostomy,cholecystostomy,"['Cholecystostomy', 'Cholecystostomy (procedure)']",granular,Procedure,SelfHistory,
35253001,"Attention deficit hyperactivity disorder, predominantly inattentive type","Attention deficit hyperactivity disorder, predominantly inattentive type","['Attention deficit hyperactivity disorder, predominantly inattentive type', 'ADD - Attention deficit disorder', 'ADD - Attention deficit disorder without hyperactivity', 'Attention deficit disorder without hyperactivity', 'Attention deficit disorder', 'Attention deficit without hyperactivity', 'Attention deficit hyperactivity disorder, predominantly inattentive type (disorder)']",granular,Disorder,SelfHistory,
352818000,Tonic-clonic epilepsy,Tonic-clonic epilepsy,"['Tonic-clonic epilepsy', 'Grand mal epilepsy', 'Tonic-clonic epilepsy (disorder)']",granular,Disorder,SelfHistory,
353295004,Graves' disease,Graves disease,"[""Graves' disease"", ""Graves' disease (disorder)"", 'Exophthalmic goiter', 'Exophthalmic goitre', ""Basedow's disease"", 'Basedow disease', 'Graves disease']",granular,Disorder,SelfHistory,
35489007,Depressive disorder,Depressive disorder,"['Depressive disorder', 'Depression', 'Depressive illness', 'Depressed', 'Depressive disorder (disorder)', 'Mood disorder of depressed type']",granular,Disorder,SelfHistory,
35498005,Stasis dermatitis,Stasis dermatitis,"['Stasis dermatitis', 'Stasis eczema', 'Gravitational eczema', 'Stasis dermatitis (disorder)']",granular,Disorder,SelfHistory,
35607004,Panic disorder with agoraphobia,Panic disorder with agoraphobia,"['Panic disorder with agoraphobia', 'Panic disorder with agoraphobia (disorder)']",granular,Disorder,SelfHistory,
35745008,Umbilical discharge,Umbilical discharge,"['Umbilical discharge', 'Umbilical discharge (finding)']",,Finding,SelfHistory,
3578,,Frequent fractures,,,Finding,SelfHistory,
35885006,Hyperuricemia,Hyperuricemia,"['Hyperuricemia', 'Uricacidemia', 'Hyperuricaemia', 'Uricacidaemia', 'Hyperuricemia (disorder)']",granular,Disorder,SelfHistory,
35919005,Pervasive developmental disorder,Pervasive developmental disorder,"['Pervasive developmental disorder', 'Pervasive developmental disorder (disorder)', 'Pervasive developmental disorder (PDD)', 'Autism spectrum disorder']",granular,Disorder,SelfHistory,
359571009,Right colectomy,right hemicolectomy,"['Right hemicolectomy', 'Right colectomy', 'Resection of ascending colon, cecum and terminal ileum', 'Resection of ascending colon, caecum and terminal ileum', 'Right colectomy (procedure)']",granular,Procedure,SelfHistory,
359585004,Ileojejunal bypass,ileojejunal bypass,"['Ileojejunal bypass', 'Ileojejunal bypass (procedure)']",granular,Procedure,SelfHistory,
359586003,Laminectomy with spinal fusion,spinal laminectomy,"['Laminectomy with spinal fusion', 'Laminectomy with spinal fusion (procedure)']",granular,Procedure,SelfHistory,
359642000,Diabetes mellitus type 2 in nonobese,Diabetes mellitus type 2 in nonobese,"['Diabetes mellitus type 2 in nonobese', 'Diabetes mellitus type 2 in nonobese (disorder)', 'Type 2 diabetes mellitus in nonobese']",granular,Disorder,SelfHistory,
359652001,,Mastoid and middle ear operations,,group,Procedure,SelfHistory,
359672006,Median sternotomy,median sternotomy,"['Median sternotomy', 'Median sternotomy (procedure)']",granular,Procedure,SelfHistory,
359713003,Total hypophysectomy,total pituitectomy,"['Total hypophysectomy', 'Total excision of pituitary gland', 'Total pituitectomy', 'Total hypophysectomy (procedure)']",granular,Procedure,SelfHistory,
35984006,Tuberculosis of vertebral column,Tuberculosis of vertebral column,"['Tuberculosis of vertebral column', ""Pott's disease"", 'Tuberculous spondylitis', 'Tuberculosis of vertebral column (disorder)', ""Tuberculosis of spine (Pott's)"", ""Tuberculosis of vertebral column - Pott's""]",granular,Disorder,SelfHistory,
359887003,Nissen fundoplication,nissen fundoplication,"['Nissen fundoplication', 'Nissen operation, fundoplication of stomach', 'Nissen fundoplication (procedure)']",granular,Procedure,SelfHistory,
359890009,Fundoplication,fundoplication,"['Fundoplication', 'Fundoplication (procedure)']",granular,Procedure,SelfHistory,
359980002,Vaginal panhysterectomy,vaginal panhysterectomy,"['Vaginal panhysterectomy', 'Vaginal panhysterectomy (procedure)']",granular,Procedure,SelfHistory,
360380003,Candidal balano-posthitis,Candidal balano-posthitis,"['Candidal balano-posthitis', 'Candidal balano-posthitis (disorder)', 'Candidal balanoposthitis']",granular,Disorder,SelfHistory,
360450007,Strain of neck muscle,Strain of neck muscle,"['Strain of neck muscle', 'Strain of neck muscle (disorder)', 'Cervical strain']",granular,Disorder,SelfHistory,
36071006,Chondromalacia of patella,Chondromalacia of patella,"['Chondromalacia of patella', 'Degeneration of articular cartilage of patella', 'Chondromalacia patellae', 'Chondromalacia of patella (disorder)', 'Chondromalacia patella']",granular,Disorder,SelfHistory,
36083008,Sick sinus syndrome,Sick sinus syndrome,"['Sick sinus syndrome', 'Sick sinus syndrome (disorder)']",granular,Disorder,SelfHistory,
361055000,Misuses drugs,Substance abuser,"['Misuses drugs', 'Drug abuser', 'Problem drug user', 'Substance misuser', 'Substance abuser', 'Substance user', 'SM - Substance misuser', 'Misuses drugs (finding)']",group,Lifestyle,SelfHistory,
361137007,Irregular heart beat,Irregular heart beat,"['Irregular heart beat', 'Irregular heart beat (finding)']",,Finding,SelfHistory,
361155003,Uteropexy,uteropexy,"['Hysteropexy', 'Uteropexy', 'Uteropexy (procedure)']",granular,Procedure,SelfHistory,
36209000,Chloasma,Chloasma,"['Chloasma', 'Melasma', 'Chloasma (disorder)']",granular,Disorder,SelfHistory,
362970003,Hemorrhagic disorder due to circulating anticoagulants,Bleeding disorder,"['Hemorrhagic disorder due to circulating anticoagulants', 'Haemorrhagic disorder due to circulating anticoagulants', 'Hemorrhagic disorder due to circulating anticoagulants (disorder)']",group,Disorder,SelfHistory,
363194005,Disorder of male reproductive system,Male external genital disease,"['Disorder of male reproductive system', 'Disorder of male reproductive system (disorder)']",group,Disorder,SelfHistory,
363353009,Malignant tumor of gallbladder,Malignant tumor of gallbladder,"['Malignant tumor of gallbladder', 'Malignant tumour of gallbladder', 'Malignant tumor of gallbladder (disorder)', 'Gallbladder Ca']",granular,Disorder,SelfHistory,
363354003,Malignant tumor of cervix,Malignant tumour of cervix,"['Malignant tumour of cervix', 'Malignant tumor of cervix', 'Malignant tumor of cervix (disorder)', 'Cancer of cervix', 'Malignant neoplasm of cervix', 'Malignant neoplasm of cervix uteri', 'Cancer of the uterine cervix', 'Cervical cancer']",granular,Disorder,SelfHistory,
363358000,Malignant tumor of lung,Malignant tumor of lung,"['Malignant tumor of lung', 'Malignant tumour of lung', 'Malignant tumor of lung (disorder)', 'CA - Lung cancer']",granular,Disorder,SelfHistory,
363386008,Malignant tumor of buccal mucosa,Malignant tumour of buccal mucosa,"['Malignant tumour of buccal mucosa', 'Malignant tumor of buccal mucosa', 'Malignant tumor of buccal mucosa (disorder)', 'Malignant tumour of internal cheek', 'Malignant tumour of cheek mucosa', 'Malignant tumor of internal cheek', 'Malignant tumor of cheek mucosa', 'CA - Cancer of cheek mucosa', 'CA - Cancer of buccal mucosa', 'Cancer of cheek mucosa', 'Cancer of buccal mucosa']",granular,Disorder,SelfHistory,
363392002,Malignant tumor of oropharynx,Malignant tumour of oropharynx,"['Malignant tumour of oropharynx', 'Malignant tumor of oropharynx', 'Malignant tumor of oropharynx (disorder)', 'Cancer of oropharynx', 'CA - Cancer of oropharynx', 'Malignant tumour of mesopharynx', 'Malignant tumor of mesopharynx']",granular,Disorder,SelfHistory,
363443007,Malignant tumor of ovary,Malignant tumour of ovary,"['Malignant tumour of ovary', 'Malignant tumor of ovary', 'Malignant tumor of ovary (disorder)', 'CA - Cancer of ovary', 'Cancer of ovary', 'Ovarian cancer']",granular,Disorder,SelfHistory,
363505006,Malignant tumor of oral cavity,Malignant tumor of oral cavity,"['Malignant tumor of oral cavity', 'Malignant tumour of oral cavity', 'Malignant tumor of oral cavity (disorder)', 'Malignant tumour of mouth', 'Malignant tumor of mouth', 'Cancer of oral cavity', 'CA - Mouth cancer', 'Mouth cancer', 'Malignant neoplasm of mouth']",granular,Disorder,SelfHistory,
363514001,Malignant tumor of female genital organ,Malignancy of female reproductive organ,"['Malignant tumour of female genital organ', 'Malignant tumor of female genital organ', 'Malignant tumor of female genital organ (disorder)']",group,Disorder,SelfHistory,
363746003,Acute pharyngitis,Acute pharyngitis,"['Acute pharyngitis', 'Acute pharyngitis (disorder)']",granular,Disorder,SelfHistory,
36426008,Subacute bronchitis,Subacute bronchitis,"['Subacute bronchitis', 'Subacute bronchitis (disorder)']",granular,Disorder,SelfHistory,
36440009,Failure to gain weight,Failure to gain weight,"['Failure to gain weight', 'Unable to gain weight', 'Failure to gain weight (finding)', 'Poor weight gain', 'Not putting on weight', 'Not gaining weight']",,Finding,SelfHistory,
365921005,Weight change finding,Weight Changes,"['Weight change finding', 'Weight change finding (finding)']",,Finding,SelfHistory,
365949003,Health-related behavior finding,Health-related behaviour,"['Health-related behavior finding', 'Health-related behavior finding (finding)', 'Health-related behaviour finding']",granular,Lifestyle,SelfHistory,
36689008,Acute pyelonephritis,Acute pyelonephritis,"['Acute pyelonephritis', 'Acute pyelonephritis (disorder)', 'Acute PN - pyelonephritis', 'APN - Acute pyelonephritis', 'Acute kidney infection']",granular,Disorder,SelfHistory,
36715001,Erythema multiforme,Erythema multiforme,"['Erythema multiforme', 'Erythema multiforme (disorder)', 'EM - Erythema multiforme']",granular,Disorder,SelfHistory,
36732002,Pyelolithotomy,pyelolithotomy,"['Pyelolithotomy', 'Pyelotomy for removal of calculus', 'Removal of calculus from renal pelvis by incision', 'Pelviolithotomy', 'Pyelolithotomy (procedure)']",granular,Procedure,SelfHistory,
367423000,Contusion of eye,Contusion of eye,"['Contusion of eye', 'Contusion of eye (disorder)', 'Black eye', 'Bruise of eye']",,Finding,SelfHistory,
367504009,Pelvic inflammatory disease with female sterility due to Chlamydia trachomatis,Pelvic inflammatory disease with female sterility due to Chlamydia trachomatis (disorder),"['Pelvic inflammatory disease with female sterility due to Chlamydia trachomatis (disorder)', 'Pelvic inflammatory disease with female sterility due to Chlamydia trachomatis', 'PID (Pelvic inflammatory disease) with female sterility caused by Chlamydia trachomatis', 'PID (Pelvic inflammatory disease) with female sterility due to Chlamydia trachomatis']",granular,Disorder,SelfHistory,
367631000119105,Hypothyroidism caused by drug,Drug-induced hypothyroidism,"['Drug-induced hypothyroidism', 'Hypothyroidism caused by drug (disorder)', 'Hypothyroidism caused by drug']",granular,Disorder,SelfHistory,
368009,Heart valve finding,Heart Valve Disorders,"['Heart valve finding', 'Heart valve finding (finding)', 'Heart valve observation']",group,Disorder,SelfHistory,
36803009,Idiopathic generalized epilepsy,Idiopathic generalized epilepsy,"['Idiopathic generalized epilepsy', 'Idiopathic generalised epilepsy', 'Idiopathic generalized epilepsy (disorder)', 'Primary generalised epilepsy', 'Primary generalized epilepsy']",granular,Disorder,SelfHistory,
36923009,"Major depression, single episode","Major depression, single episode","['Major depression, single episode', 'Major depressive disorder, single episode', 'Major depression, single episode (disorder)']",granular,Disorder,SelfHistory,
36946006,Epididymectomy,epididymectomy,"['Epididymectomy', 'Excision of epididymis', 'Epididymectomy (procedure)']",granular,Procedure,SelfHistory,
36955009,Loss of taste,Loss of taste,"['Ageusia', 'Loss of taste', 'Absence of sense of taste', 'Gustatory alteration', 'Gustatory anesthesia', 'Gustatory anaesthesia', 'Loss of taste (finding)']",,Finding,SelfHistory,
3696007,Nonulcer dyspepsia,Nonulcer dyspepsia,"['Nonulcer dyspepsia', 'Nonulcer dyspepsia (disorder)', 'Functional dyspepsia', 'Non-ulcer dyspepsia', 'Gastric irritation', 'Non ulcer dyspepsia']",granular,Disorder,SelfHistory,
36971009,Sinusitis,Sinusitis,"['Sinusitis', 'Sinusitis (disorder)']",granular,Disorder,SelfHistory,
36976004,Hypoparathyroidism,Hypoparathyroidism,"['Hypoparathyroidism', 'Deficiency of parathyroid hormone', 'Deficiency of parathyrin', 'Deficiency of PTH', 'Hypoparathyroidism (disorder)']",granular,Disorder,SelfHistory,
36989005,Mumps,Mumps,"['Mumps', 'Mumps (disorder)']",granular,Disorder,SelfHistory,
36994005,Transient blindness,Transient visual obscuration,"['Transient blindness', 'Transient blindness (disorder)']",,Finding,SelfHistory,
